"adult","budget","genres","homepage","imdb_id","keywords","movie_id","original_language","overview","popularity","popularity_category","poster_url","production_companies","profit","release_date","release_year","revenue","roi","runtime","spoken_languages","status","tagline","title","vote_average","vote_count"
"False","60000000","Thriller, Action","https://www.20thcenturystudios.com/movies/the-amateur","tt0899043","central intelligence agency (cia), based on novel or book, blackmail, revenge, agent, death of wife, spy thriller, terrorist","1087891","en","After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.","114.0688","Medium","https://image.tmdb.org/t/p/w500/SNEoUInCa5fAgwuEBMIMBGvkkh.jpg","20th Century Studios, Hutch Parker Entertainment, Joel B. Michaels Productions","-27796262","2025-04-09","2025","32203738","-0.46327103333333336","123","English, Français, Pусский","Released","Don't underestimate him.","The Amateur","6.776","96"
"False","0","Animation, Action, Science Fiction","https://www.crunchyroll.com/series/G4PH0WJNG/bloody-escape-bats-out-of-hell","tt29666664","cyborg, anime, bio-engineered cyborg","1103432","ja","After being turned into a cyborg, Kisaragi faces pursuit from vampires and vengeful yakuza.","98.6353","Low","https://image.tmdb.org/t/p/w500/lWKtVX5oEgcLbMYMaWiyes6c4IB.jpg","slowcurve, Polygon Pictures, GAGA Corporation","0","2024-01-05","2024","0","0","98","日本語","Released","","Bloody Escape: Bats out of Hell","5.5","2"
"False","0","Horror","","tt30956852","legend, slasher, haunt","1388366","en","A curious group of friends sneak into an abandoned spinach canning factory to film a documentary on the legend of the ""Sailor Man,"" who is said to haunt the factory and local docks.","73.6539","Low","https://image.tmdb.org/t/p/w500/nVwu3mN7hr1yF467pGct3yQFM41.jpg","Millman Productions, Otsego Media, Ron Lee Productions, Salem House Films","0","2025-03-21","2025","0","0","88","English","Released","He is what he is.","Popeye the Slayer Man","6.007","73"
"False","1100000","Action, Crime, Thriller","https://hellhoundthemovie.com/","tt22489042","","1217379","en","Ready to leave his profession behind, Loreno, an assassin, lends help to an old friend, Cetan, and taking one last job in Thailand seeking out a local kingpin. A lapse in judgment means Loreno crosses paths with old colleague Paul.","68.6851","Low","https://image.tmdb.org/t/p/w500/h1BtcTEk0pbe9XhbxrAp2oLKoWb.jpg","","-1100000","2024-06-20","2024","0","-1.0","103","English","Released","Fight like a god. Die like a man.","Hellhound","6.5","43"
"False","0","Fantasy, Horror","","tt28087226","princess, revenge, dark fairy tale","1140847","en","Cinderella finds freedom from her wicked stepmother with the help of her fairy godmother. Only this time, they unleash a plan of bloody vengeance.","65.5317","Low","https://image.tmdb.org/t/p/w500/cYB3SHhITJSbRoisgn9QQTP8YkZ.jpg","Sobini Films, Titan Global Entertainment, EMRJ Entertainment","0","2024-04-26","2024","0","0","85","Español, English","Released","This ain't no fairy tale","Cinderella's Revenge","5.386","22"
"False","0","Romance, Drama","","tt31723358","spain, based on novel or book, woman director, erotic romance","1252309","es","After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.","286.593","Medium","https://image.tmdb.org/t/p/w500/76qnVxU2rPdVvipBN3DPQH6fVYB.jpg","Versus Entertainment, LyO Media, Warner Bros. Entertainment España, 4 Cats Pictures","0","2024-11-29","2024","0","0","0","Español","Released","","Ask Me What You Want","5.681","119"
"False","0","Fantasy, Horror","","tt28087226","princess, revenge, dark fairy tale","1140847","en","Cinderella finds freedom from her wicked stepmother with the help of her fairy godmother. Only this time, they unleash a plan of bloody vengeance.","155.9517","Medium","https://image.tmdb.org/t/p/w500/cYB3SHhITJSbRoisgn9QQTP8YkZ.jpg","Sobini Films, Titan Global Entertainment, EMRJ Entertainment","0","2024-04-26","2024","0","0","85","Español, English","Released","This ain't no fairy tale","Cinderella's Revenge","4.071","14"
"False","0","Romance, Comedy, Drama","https://www.netflix.com/title/81246107","tt2172954","bucket list, inspirational, lighthearted","1254786","en","When her mother sends her on a quest to complete a teenage bucket list, a young woman uncovers family secrets, finds romance — and rediscovers herself.","133.0941","Medium","https://image.tmdb.org/t/p/w500/5fg98cVo7da7OIK45csdLSd4NaU.jpg","3dot Productions","0","2025-03-27","2025","0","0","123","English","Released","For everyone who's still figuring it out.","The Life List","6.837","193"
"False","70000000","Romance, Science Fiction, Thriller","https://tv.apple.com/movie/umc.cmc.26o403koqo2klixc0jtqy6tmc","tt13654226","canyon, fog, romance, tower, elite sniper, snipers, long-term observation","950396","en","Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.","109.1238","Medium","https://image.tmdb.org/t/p/w500/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg","Skydance Media, Crooked Highway, Apple Studios","-70000000","2025-02-13","2025","0","-1.0","127","English, Lietuvių","Released","The world's most dangerous secret lies between them.","The Gorge","7.732","2292"
"False","0","Action, Crime, Fantasy, Thriller","https://www.netflix.com/title/81566553","tt35111035","hitman, supernatural, revenge, organized crime, based on manga, demon, criminal, based on graphic novel, suspense","1405338","ja","Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.","106.6472","Medium","https://image.tmdb.org/t/p/w500/g5PqsFFrayyRL1Ldgib2lMYuJXg.jpg","Netflix, AMUSE, Digital Frontier","0","2025-02-26","2025","0","0","106","हिन्दी, 日本語","Released","Killing isn't enough when there's hell to pay.","Demon City","6.864","202"
"False","21000000","Action, Drama, Adventure, War","","tt27118357","based on novel or book, affectation, based on true story, martyr, indian army, counterterrorism, loving, 2010s, indian history, admiring, hopeful, based on real person, ashoka chakra, indian military","927342","ta","A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.","86.8404","Low","https://image.tmdb.org/t/p/w500/eCB06m1KUGilEOlIzb40nkQhVY0.jpg","Raajkamal Films International, Sony Pictures International Productions","-21000000","2024-10-31","2024","0","-1.0","169","தமிழ்","Released","","Amaran","7.367","207"
"False","0","Comedy, Music","https://www.netflix.com/title/81691348","tt35434840","intelligence agency, dj, artistic rivalry, based on short","1265623","fr","When cops recruit a has-been DJ to bust a quirky criminal gang with ties to his rival, he spots a chance to mix his way back to the top with a banger.","75.8726","Low","https://image.tmdb.org/t/p/w500/2QAgOQWcdQLnbki5V2Sjn1tcnHS.jpg","Iconoclast","0","2025-04-01","2025","0","0","90","Français","Released","","Banger","4.146","24"
"False","120000000","Action, Science Fiction, Adventure","https://venom.movie","tt16366836","hero, superhero, anti hero, villain, alien life-form, based on comic, sequel, aftercreditsstinger, woman director, amused, indifferent","912649","en","Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.","84.3624","Low","https://image.tmdb.org/t/p/w500/vGXptEdgZIhPg3cGlc7e8sNPC2e.jpg","Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Hutch Parker Entertainment, Arad Productions","358103649","2024-10-22","2024","478103649","2.984197075","109","English","Released","'Til death do they part.","Venom: The Last Dance","6.8","3146"
"False","310000000","Action, Adventure, Drama","https://www.gladiator.movie","tt9218128","epic, gladiator, roman empire, ancient rome, sequel, evil tyrant, absurd, sword and sandal, sword fighting, second part, arrogant","558449","en","Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.","68.2612","Low","https://image.tmdb.org/t/p/w500/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg","Paramount Pictures, Scott Free Productions, Lucy Fisher/Douglas Wick Productions","148718000","2024-11-13","2024","458718000","0.47973548387096776","148","English","Released","Prepare to be entertained.","Gladiator II","6.756","3147"
"False","0","Action, Thriller, Crime","","tt20419974","","1195585","en","An Interpol agent hunting the head of a global crime syndicate tracks his target to Las Vegas, but when the criminal organization kills his wife and daughter, he goes above the law to get his revenge.","276.2211","Medium","https://image.tmdb.org/t/p/w500/whkFbOZTamHeugEG95jvQehSzAH.jpg","Dbuck Films, Irish Productions, Ohlsen Productions, Tc Photography","0","2023-10-20","2023","0","0","76","English","Released","","The Hard Hit","7.6","5"
"False","118000000","Science Fiction, Comedy, Adventure","https://www.mickey17movie.com","tt12299608","based on novel or book, dark comedy, space travel, space colony, alien planet, creature, space adventure, human cloning, spaceship, space sci-fi, black comedy, perjalanan luar angkasa, fiksi ilmiah","696506","en","Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.","237.2895","Medium","https://image.tmdb.org/t/p/w500/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg","Warner Bros. Pictures, Plan B Entertainment, Offscreen, Kate Street Picture Company, Domain Entertainment","4908117","2025-02-28","2025","122908117","0.04159421186440678","137","English","Released","He's dying to save mankind.","Mickey 17","6.9","1352"
"False","0","Action, War","","tt32044730","","1373723","en","War stories about family, ethics and honor include the true story of two U.S. Marines who in a span of six seconds, must stand their ground to stop a suicide truck bomb, a Navy Corpsman who attempts to hold on to his humanity, and a WW2 soldier who gets separated from his squad and is forced to re-evaluate his code.","203.4563","Medium","https://image.tmdb.org/t/p/w500/oXeiQAfRK90pxxhP5iKPXQqAIN1.jpg","","0","2025-03-20","2025","0","0","92","English","Released","","The Codes of War","6.102","44"
"False","0","Action, Drama","","tt32887283","","1261050","da","In 2008, a group of men from Denmark and across Europe pull off the biggest heist of all time on Danish soil. Kasper, a boxer with few chances left in life, is offered the opportunity to plan the robbery by its foreign initiators.","198.2661","Medium","https://image.tmdb.org/t/p/w500/7NLY1jNwtZX1yVzwVoBeAhaBE8i.jpg","Zentropa Entertainments, Film i Väst, Zentropa International Sweden, Kazak Productions, Zentropa International France","0","2024-10-31","2024","0","0","110","English, Dansk, svenska","Released","The largest heist in Danish history.","The Quiet Ones","4.983","30"
"False","0","Horror","","tt13657394","night shift, mexico city, mexico, hospital, ghost, based on myths, legends or folklore, nurses, ghost nurse, cine mexicano","1208808","es","A young nurse with a domestic abuse past starts working the night shift at a small hospital, where, during the night, the ghost of a nurse materializes.","183.8217","Medium","https://image.tmdb.org/t/p/w500/iSSx9Bys64vlOkvkyKXtp19P7Re.jpg","Sony Pictures International Productions, EFICINE 189","0","2024-10-31","2024","0","0","107","Español","Released","You won't be able to cure this evil.","Turno nocturno","6.529","69"
"False","122000000","Action, Science Fiction, Comedy, Family, Adventure, Fantasy","https://www.sonicthehedgehogmovie.com","tt18259086","moon, sequel, based on video game, psychotic, dual role, aftercreditsstinger, duringcreditsstinger, hedgehog, live action and animation, grandfather grandson relationship, animal human friendship, anthropomorphic animal, loss and grief, cliché, complicated, sceptical","939243","en","Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.","150.5111","Medium","https://image.tmdb.org/t/p/w500/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg","Paramount Pictures, Original Film, Marza Animation Planet, SEGA, Blur Studio, SEGA of America","364018457","2024-12-19","2024","486018457","2.983757844262295","110","English","Released","New adventure. New rival.","Sonic the Hedgehog 3","7.742","2376"
